Model,MAE,RMSE,R²,MAPE_All,MAPE_Low_Price,MAPE_High_Price,Low_Price_Periods
Improved_CNN,70.35742892406259,97.93134721398123,0.16556948094660995,29.073526089314043,0,29.073526089314043,0
Attention_CNN,78.27102147663534,108.73941142367718,-0.02877565322987552,36.62548707809569,0,36.62548707809569,0
Ensemble_CNN_LSTM,70.53568328270687,97.60909231301675,0.17105203396153357,34.75201465385228,0,34.75201465385228,0
